name,ticker,sentiment_score,_match_key,reglementary_score,dependance_score,recommandation
ExxonMobil,XOM,0.5757125000000001,symbol,Moderate,Low,"ExxonMobil may face increased regulatory pressure and incentives to invest in clean energy technologies and reduce emissions, as outlined in sections related to the Greenhouse Gas Reduction Fund and clean hydrogen production facilities. Consider reducing exposure to ExxonMobil and other traditional oil and gas companies, as they may face increased regulatory pressure to transition towards clean energy technologies and reduce emissions."
Costco,COST,0.6124875,symbol,Low,Low,
Palantir Technologies,PLTR,0.608625,symbol,Low,Low,
Johnson & Johnson,JNJ,0.5897125,symbol,High,Moderate,"Johnson & Johnson's pharmaceutical division will be directly impacted by the provisions related to the Medicare Part D redesign, manufacturer discount programs, and inflation rebates for certain drugs. These measures aim to lower out-of-pocket costs for Medicare beneficiaries but may reduce revenues for pharmaceutical companies like Johnson & Johnson. A significant portion of Johnson & Johnson's revenue is derived from Medicare and government-funded healthcare programs, making it moderately dependent on these regulatory frameworks. Consider reducing exposure to Johnson & Johnson and other pharmaceutical companies that may face significant revenue pressures from the regulatory changes related to Medicare Part D and inflation rebates."
Home Depot (The),HD,0.718975,symbol,Low,Low,
AbbVie,ABBV,0.6324000000000001,symbol,High,Moderate,"AbbVie will be directly impacted by the provisions related to the Medicare Part D redesign, manufacturer discount programs, and inflation rebates for certain drugs. These measures aim to lower out-of-pocket costs for Medicare beneficiaries but may reduce revenues for pharmaceutical companies like AbbVie. A significant portion of AbbVie's revenue is derived from Medicare and government-funded healthcare programs, making it moderately dependent on these regulatory frameworks. Consider reducing exposure to AbbVie and other pharmaceutical companies that may face significant revenue pressures from the regulatory changes related to Medicare Part D and inflation rebates."
Procter & Gamble,PG,0.629775,symbol,Low,Low,
Bank of America,BAC,0.6146,symbol,Low,Low,
Chevron Corporation,CVX,0.56955,symbol,Moderate,Low,"Chevron may face increased regulatory pressure and incentives to invest in clean energy technologies and reduce emissions, as outlined in sections related to the Greenhouse Gas Reduction Fund and clean hydrogen production facilities. Consider reducing exposure to Chevron and other traditional oil and gas companies, as they may face increased regulatory pressure to transition towards clean energy technologies and reduce emissions."
Coca-Cola Company (The),KO,0.5281375,symbol,Low,Low,
Advanced Micro Devices,AMD,0.6015625,symbol,Low,Low,
GE Aerospace,GE,0.6453,symbol,Moderate,Low,"General Electric's renewable energy and power generation divisions may benefit from increased federal incentives for investments in clean energy technologies, as outlined in sections related to the Greenhouse Gas Reduction Fund and clean hydrogen production facilities. Consider increasing exposure to General Electric as its renewable energy and power generation divisions may benefit from the regulatory measures promoting clean energy and emissions reduction technologies."
T-Mobile US,TMUS,0.628625,symbol,Low,Low,
Cisco,CSCO,0.6098875,symbol,Low,Low,
Philip Morris International,PM,0.6078749999999999,symbol,Low,Low,
Wells Fargo,WFC,0.5670625,symbol,Low,Low,
UnitedHealth Group,UNH,0.6119,symbol,High,High,"UnitedHealth Group's healthcare insurance and managed care divisions will be directly impacted by the provisions related to the Medicare Part D redesign, manufacturer discount programs, and inflation rebates for certain drugs. These measures aim to lower out-of-pocket costs for Medicare beneficiaries but may reduce revenues for healthcare insurance companies like UnitedHealth Group. A significant portion of UnitedHealth Group's revenue is derived from Medicare and government-funded healthcare programs, making it highly dependent on these regulatory frameworks. Consider reducing exposure to UnitedHealth Group and other healthcare insurance companies that may face significant revenue pressures from the regulatory changes related to Medicare Part D and inflation rebates."
Morgan Stanley,MS,0.5631875,symbol,Low,Low,
Goldman Sachs,GS,0.4313875,symbol,Low,Low,
Abbott Laboratories,ABT,0.5777625000000001,symbol,Moderate,Moderate,"Abbott's pharmaceutical and medical device divisions may be impacted by the provisions related to the Medicare Part D redesign, manufacturer discount programs, and inflation rebates for certain drugs and medical devices. These measures aim to lower out-of-pocket costs for Medicare beneficiaries but may reduce revenues for healthcare companies like Abbott. A portion of Abbott's revenue is derived from Medicare and government-funded healthcare programs, making it moderately dependent on these regulatory frameworks. Consider reducing exposure to Abbott and other healthcare companies that may face revenue pressures from the regulatory changes related to Medicare Part D and inflation rebates."
Linde plc,LIN,0.51535,symbol,Moderate,Low,"Linde's clean energy and carbon management solutions may benefit from increased federal incentives for investments in clean energy technologies, as outlined in sections related to the Greenhouse Gas Reduction Fund and clean hydrogen production facilities. Consider increasing exposure to Linde as its clean energy and carbon management solutions may benefit from the regulatory measures promoting clean energy and emissions reduction technologies."
Salesforce,CRM,0.6365000000000001,symbol,Low,Low,
IBM,IBM,0.5882875,symbol,Low,Low,
McDonald's,MCD,0.5906374999999999,symbol,Low,Low,
American Express,AXP,0.518325,symbol,Low,Low,
Walt Disney Company (The),DIS,0.6718,symbol,Low,Low,
RTX Corporation,RTX,0.519925,symbol,Moderate,Low,"Raytheon Technologies' aerospace and power generation divisions may benefit from increased federal incentives for investments in clean energy technologies, as outlined in sections related to the Greenhouse Gas Reduction Fund and clean hydrogen production facilities. Consider increasing exposure to Raytheon Technologies as its aerospace and power generation divisions may benefit from the regulatory measures promoting clean energy and emissions reduction technologies."
"Merck & Co,",MRK,0.624575,symbol,High,Moderate,"Merck will be directly impacted by the provisions related to the Medicare Part D redesign, manufacturer discount programs, and inflation rebates for certain drugs. These measures aim to lower out-of-pocket costs for Medicare beneficiaries but may reduce revenues for pharmaceutical companies like Merck. A significant portion of Merck's revenue is derived from Medicare and government-funded healthcare programs, making it moderately dependent on these regulatory frameworks. Consider reducing exposure to Merck and other pharmaceutical companies that may face significant revenue pressures from the regulatory changes related to Medicare Part D and inflation rebates."
AT&T,T,0.5942625,symbol,Low,Low,
PepsiCo,PEP,0.6016,symbol,Low,Low,
Intuit,INTU,0.5588875,symbol,Low,Low,
"Caterpillar Inc,",CAT,0.6437375000000001,symbol,Moderate,Low,"Caterpillar's construction and mining equipment divisions may benefit from increased federal incentives for investments in clean energy technologies and emissions reduction projects, as outlined in sections related to the Greenhouse Gas Reduction Fund. Consider increasing exposure to Caterpillar as its construction and mining equipment divisions may benefit from the regulatory measures promoting clean energy and emissions reduction technologies."
Uber,UBER,0.598875,symbol,Moderate,Moderate,"Uber's mobility and delivery divisions may benefit from increased federal incentives for investments in clean energy technologies and emissions reduction projects, as outlined in sections related to the Greenhouse Gas Reduction Fund. Uber's business model is moderately dependent on regulatory frameworks related to transportation and mobility services, which may be impacted by the new regulatory measures. Consider maintaining or increasing exposure to Uber as its mobility and delivery divisions may benefit from the regulatory measures promoting clean energy and emissions reduction technologies, but monitor the company's dependence on regulatory frameworks related to transportation and mobility services."
